Not in GZIP format
1 	 DL 	 589.0137
2 	 DL 	 583.1965
3 	 DL 	 576.13916
4 	 DL 	 569.46533
5 	 DL 	 564.291
6 	 DL 	 571.5369
6 	 UA 	 986.61743
5 	 UA 	 968.3214
9 	 DL 	 549.676
4 	 UA 	 972.21094
3 	 UA 	 962.254
2 	 UA 	 945.2641
1 	 UA 	 953.5963
9 	 UA 	 937.78546
10 	 AS 	 189.18747
11 	 AS 	 200.08179
12 	 AS 	 202.39062
1 	 EV 	 297.94894
2 	 EV 	 302.5525
3 	 EV 	 300.00137
11 	 WN 	 134.93306
4 	 EV 	 299.66736
5 	 EV 	 300.95657
12 	 WN 	 135.44418
6 	 EV 	 299.46948
10 	 WN 	 131.3237
9 	 EV 	 284.3617
9 	 AS 	 187.28879
5 	 AS 	 206.88689
6 	 AS 	 206.5286
3 	 AS 	 216.43802
4 	 AS 	 212.1074
11 	 EV 	 292.54373
1 	 AS 	 215.93219
12 	 EV 	 293.56323
2 	 AS 	 212.37474
10 	 EV 	 286.23483
11 	 OO 	 283.3264
10 	 OO 	 277.29068
12 	 OO 	 284.94843
12 	 AA 	 501.383
10 	 AA 	 483.62808
11 	 AA 	 487.3988
12 	 US 	 571.76587
11 	 DL 	 552.6803
10 	 DL 	 549.98334
12 	 DL 	 574.0318
5 	 MQ 	 279.0628
6 	 MQ 	 279.03995
1 	 MQ 	 294.375
2 	 MQ 	 298.89542
3 	 MQ 	 288.51746
4 	 MQ 	 284.10916
9 	 MQ 	 283.37814
10 	 US 	 553.3388
11 	 US 	 562.6149
12 	 MQ 	 294.72284
10 	 MQ 	 281.16037
11 	 MQ 	 283.93417
1 	 WN 	 145.04349
2 	 WN 	 144.2348
3 	 WN 	 145.18314
4 	 WN 	 144.19604
5 	 WN 	 143.22954
2 	 OO 	 291.1347
1 	 OO 	 291.98795
4 	 OO 	 286.8392
3 	 OO 	 293.14218
9 	 OO 	 277.29507
6 	 OO 	 285.73578
5 	 OO 	 284.39435
5 	 B6 	 504.1966
6 	 B6 	 506.70828
3 	 B6 	 510.3354
4 	 B6 	 511.8462
1 	 B6 	 512.7142
2 	 B6 	 513.3274
10 	 UA 	 931.58636
11 	 UA 	 939.6535
12 	 UA 	 961.1078
9 	 AA 	 485.3321
5 	 AA 	 506.70282
6 	 AA 	 502.8824
3 	 AA 	 510.70224
4 	 AA 	 510.96585
1 	 AA 	 513.69214
2 	 AA 	 513.92163
6 	 US 	 591.2038
12 	 B6 	 499.1704
5 	 US 	 586.5927
4 	 US 	 579.5887
11 	 B6 	 495.26254
10 	 B6 	 484.77045
3 	 US 	 586.7421
2 	 US 	 578.74786
1 	 US 	 581.56244
6 	 WN 	 145.85565
9 	 WN 	 128.79134
9 	 US 	 551.52747
9 	 B6 	 484.3897
